datestr,A_plus,A_minus,B_plus,B_minus,AB_plus,AB_minus,O_plus,O_minus,total
20070101,0,0,0,0,0,0,0,0,0
20070102,70,5,40,3,10,1,115,14,258
20070103,81,12,24,4,4,1,117,16,259
20070104,82,10,40,8,8,1,150,15,314
20070105,109,14,37,6,11,1,157,26,361
20070106,104,11,25,6,9,3,123,7,288
20070107,28,5,12,1,1,1,35,3,86
20070108,105,19,45,2,8,0,166,20,365
20070109,122,17,52,4,20,1,163,21,400
20070110,103,9,31,5,7,1,137,12,305
20070111,79,16,25,4,7,0,131,19,281
20070112,96,7,39,1,8,2,124,8,285
20070113,48,9,21,4,13,1,81,14,191
20070114,22,5,10,1,4,0,43,2,87
20070115,95,10,48,2,14,0,102,12,283
20070116,73,12,20,2,12,0,116,16,251
20070117,99,8,31,5,9,0,113,10,275
20070118,84,11,28,4,8,0,111,12,258
20070119,86,6,32,4,7,3,114,13,265
20070120,45,6,14,2,3,0,51,9,130
20070121,25,1,5,3,1,1,33,1,70
20070122,70,13,41,2,8,0,130,10,274
20070123,76,7,35,7,6,2,114,9,256
20070124,78,13,33,1,9,1,131,12,278
20070125,69,8,35,1,8,1,100,15,237
20070126,85,6,31,4,7,1,110,15,259
20070127,57,7,33,3,8,0,102,13,223
20070128,18,0,4,0,1,0,28,6,57
20070129,87,10,34,3,7,0,124,17,282
20070130,91,14,28,4,5,0,117,14,273
20070131,109,14,45,7,14,0,134,28,351
20070201,99,14,37,0,13,0,120,21,304
20070202,110,12,42,4,11,1,161,18,359
20070203,60,6,23,4,5,1,95,17,211
20070204,9,0,6,0,2,1,22,1,41
20070205,91,14,30,4,10,2,127,20,298
20070206,122,11,27,6,9,1,151,17,344
20070207,106,15,40,7,8,1,174,20,371
20070208,123,13,40,1,13,2,184,24,400
20070209,107,11,41,4,14,2,137,19,335
20070210,72,10,19,1,10,1,83,5,201
20070211,16,0,7,1,2,0,25,1,52
20070212,113,10,30,3,13,0,149,10,328
20070213,112,9,36,3,8,2,143,25,338
20070214,99,19,45,8,13,2,162,14,362
20070215,149,22,44,3,11,2,181,24,436
20070216,123,11,47,2,16,1,189,30,419
20070217,39,6,19,1,4,0,46,12,127
20070218,10,4,3,0,3,0,21,1,42
20070219,24,4,8,0,2,0,41,12,91
20070220,18,2,6,0,1,1,25,3,56
20070221,38,5,13,2,5,2,45,4,114
20070222,53,2,17,2,5,2,88,12,181
20070223,76,9,23,1,5,1,87,15,217
20070224,38,3,16,2,6,0,53,7,125
20070225,19,1,10,0,3,0,34,2,69
20070226,70,5,32,6,14,1,120,19,267
20070227,72,12,33,1,13,1,103,13,248
20070228,66,9,28,3,13,0,102,12,233
20070301,64,11,29,1,4,0,94,12,215
20070302,62,3,25,2,10,0,107,15,224
20070303,40,4,22,2,5,0,68,6,147
20070304,23,3,5,1,1,0,34,3,70
20070305,64,9,27,1,6,1,114,6,228
20070306,107,17,26,6,14,1,151,16,338
20070307,82,7,26,0,6,3,93,24,241
20070308,68,9,25,1,5,0,105,11,224
20070309,78,12,37,1,11,0,105,14,258
20070310,51,8,16,5,8,0,87,14,189
20070311,23,1,12,1,3,0,38,1,79
20070312,90,6,32,2,9,0,122,11,272
20070313,97,12,36,1,9,0,121,19,295
20070314,72,12,30,2,10,0,107,19,252
20070315,86,15,33,4,5,1,121,13,278
20070316,89,9,28,2,5,1,105,18,257
20070317,56,5,13,2,6,1,93,12,188
20070318,27,2,6,1,5,1,26,5,73
20070319,65,8,30,5,9,1,107,17,242
20070320,96,6,26,5,8,1,110,17,269
20070321,103,13,25,3,10,0,134,18,306
20070322,98,12,27,4,12,1,117,18,289
20070323,81,9,26,3,10,1,112,13,255
20070324,52,6,18,1,6,0,72,7,162
20070325,21,6,8,1,2,0,38,5,81
20070326,61,5,24,1,6,0,103,17,217
20070327,91,7,23,4,10,2,117,16,270
20070328,87,6,27,5,13,1,117,21,277
20070329,54,8,22,1,7,0,93,14,199
20070330,85,9,30,4,7,1,108,15,259
20070331,47,7,20,1,8,2,80,16,181
20070401,29,3,8,2,5,0,41,7,95
20070402,83,8,34,5,5,1,112,12,260
20070403,89,9,21,2,7,0,108,14,250
20070404,97,15,26,7,12,1,124,23,305
20070405,79,7,22,0,12,0,120,11,251
20070406,25,6,7,3,4,0,29,9,83
20070407,52,4,22,3,4,0,61,8,154
20070408,22,3,6,1,0,0,25,4,61
20070409,79,4,22,1,6,2,126,14,254
20070410,109,13,36,5,7,1,115,25,311
20070411,76,8,18,2,16,0,113,12,245
20070412,78,7,28,5,6,1,113,13,251
20070413,76,17,29,5,10,1,118,16,272
20070414,47,6,16,3,7,0,85,17,181
20070415,24,3,8,1,3,0,36,0,75
20070416,65,5,30,2,5,2,128,25,262
20070417,116,17,27,4,10,2,167,17,360
20070418,87,9,28,3,5,2,137,13,284
20070419,103,10,36,3,6,0,160,26,344
20070420,75,7,16,1,9,0,100,18,226
20070421,30,4,12,5,4,0,57,3,115
20070422,16,2,7,0,3,1,25,3,57
20070423,40,2,10,4,5,1,68,10,140
20070424,92,13,41,5,11,1,157,23,343
20070425,90,14,36,0,12,0,143,19,314
20070426,100,8,28,7,20,1,153,15,332
20070427,53,3,31,3,7,0,90,17,204
20070428,53,6,11,1,5,0,94,14,184
20070429,13,3,4,0,1,0,33,5,59
20070430,60,11,30,3,9,0,107,9,229
20070501,30,3,12,0,2,0,44,6,97
20070502,63,4,23,0,7,0,96,8,201
20070503,67,10,27,4,6,1,111,16,242
20070504,91,12,34,3,12,0,104,20,276
20070505,43,7,12,2,4,0,55,9,132
20070506,19,3,13,1,4,1,30,3,74
20070507,71,9,31,2,11,4,103,10,241
20070508,84,12,32,5,15,0,127,13,288
20070509,75,7,27,1,17,0,118,14,259
20070510,73,2,35,4,10,0,106,13,243
20070511,80,12,25,0,4,1,88,13,223
20070512,56,6,16,4,3,0,80,12,177
20070513,12,1,10,0,3,1,26,4,57
20070514,59,12,18,1,6,0,122,9,227
20070515,68,13,37,6,6,2,110,16,258
20070516,105,8,38,3,6,2,138,12,312
20070517,100,9,27,4,9,1,121,15,286
20070518,91,9,28,2,8,1,100,10,249
20070519,50,4,22,3,6,2,69,9,165
20070520,20,0,11,1,6,1,27,4,70
20070521,72,13,28,5,6,1,116,15,256
20070522,69,8,24,2,7,0,109,15,234
20070523,60,17,28,4,10,0,121,12,252
20070524,66,5,16,4,5,1,116,9,222
20070525,77,5,17,1,4,1,88,20,213
20070526,46,5,17,4,7,0,62,10,151
20070527,18,5,5,1,3,0,26,2,60
20070528,72,12,22,4,16,1,85,10,222
20070529,83,6,20,1,13,0,129,18,270
20070530,54,6,23,3,5,3,101,13,208
20070531,74,6,32,4,15,0,141,22,294
20070601,55,6,22,3,10,0,82,13,191
20070602,42,4,17,1,2,0,50,7,123
20070603,26,2,6,2,0,1,21,2,60
20070604,49,9,14,2,4,0,66,12,156
20070605,56,8,18,2,6,0,77,10,177
20070606,70,9,18,1,5,3,84,13,203
